accuracy,loss,val_accuracy,val_loss,learning_rate,phase,epoch
0.12887828052043915,2.833970308303833,0.20945945382118225,2.339585065841675,0.0003000000142492354,1,1
0.14558473229408264,2.8035194873809814,0.23648647964000702,2.169710636138916,0.0003000000142492354,1,2
0.1718377023935318,2.784409523010254,0.27702704071998596,2.126446485519409,0.0003000000142492354,1,3
0.21241049468517303,2.740516185760498,0.29729729890823364,2.0832226276397705,0.0003000000142492354,1,4
0.19570405781269073,2.6337382793426514,0.28378379344940186,2.0709962844848633,0.0003000000142492354,1,5
0.2386634796857834,2.6180152893066406,0.28378379344940186,2.098355293273926,0.0003000000142492354,1,6
0.25298330187797546,2.56626296043396,0.22972972691059113,2.0527586936950684,0.0003000000142492354,1,7
0.25298330187797546,2.508925199508667,0.3310810923576355,2.022968292236328,0.0003000000142492354,1,8
0.24821002781391144,2.4667062759399414,0.29729729890823364,2.0718185901641846,0.0003000000142492354,1,9
0.26849642395973206,2.4513165950775146,0.3175675570964813,2.0289924144744873,0.0003000000142492354,1,10
0.2947494089603424,2.384060859680176,0.3445945978164673,1.975895643234253,0.0003000000142492354,1,11
0.2911694645881653,2.332202911376953,0.3513513505458832,2.0221943855285645,0.0003000000142492354,1,12
0.3329355716705322,2.2251665592193604,0.3310810923576355,2.0247206687927246,0.0003000000142492354,1,13
0.31861576437950134,2.2501351833343506,0.3310810923576355,1.9961482286453247,0.0003000000142492354,1,14
0.3090692162513733,2.3233797550201416,0.37837839126586914,1.9948750734329224,0.0003000000142492354,1,15
0.3591885566711426,2.2241735458374023,0.3378378450870514,1.9969279766082764,0.0003000000142492354,1,16
0.33412888646125793,2.1890110969543457,0.3445945978164673,1.9017345905303955,0.0001500000071246177,1,17
0.37112170457839966,2.046337127685547,0.3310810923576355,1.9545636177062988,0.0001500000071246177,1,18
0.35322195291519165,2.04940128326416,0.37837839126586914,1.9235789775848389,0.0001500000071246177,1,19
0.35083532333374023,2.1075336933135986,0.3513513505458832,1.9425710439682007,0.0001500000071246177,1,20
0.33770883083343506,2.060915946960449,0.3445945978164673,1.9666210412979126,0.0001500000071246177,1,21
0.3627685010433197,2.01983380317688,0.3378378450870514,1.927005410194397,0.0001500000071246177,1,22
0.36992838978767395,1.9728983640670776,0.3445945978164673,1.9092669486999512,7.500000356230885e-05,1,23
0.35202863812446594,2.0454485416412354,0.3581081032752991,1.8980110883712769,7.500000356230885e-05,1,24
0.3651551306247711,1.9582905769348145,0.3581081032752991,1.8853578567504883,7.500000356230885e-05,1,25
0.40214797854423523,1.900347352027893,0.3175675570964813,1.8918358087539673,7.500000356230885e-05,1,26
0.38782817125320435,1.8863595724105835,0.3378378450870514,1.8991817235946655,7.500000356230885e-05,1,27
0.37470167875289917,1.911126732826233,0.3310810923576355,1.8864418268203735,7.500000356230885e-05,1,28
0.38782817125320435,1.8940539360046387,0.3243243098258972,1.9068812131881714,7.500000356230885e-05,1,29
0.38544154167175293,1.9497511386871338,0.30405405163764954,1.8944499492645264,7.500000356230885e-05,1,30
0.3937947452068329,1.8657848834991455,0.3175675570964813,1.888986587524414,3.7500001781154424e-05,1,31
0.3949880599975586,1.8496079444885254,0.3175675570964813,1.893044352531433,3.7500001781154424e-05,1,32
0.3926014304161072,1.8930362462997437,0.3243243098258972,1.892926812171936,3.7500001781154424e-05,1,33
0.39737468957901,1.8117034435272217,0.3513513505458832,1.897551417350769,3.7500001781154424e-05,1,34
0.40453460812568665,1.870561957359314,0.3310810923576355,1.8970378637313843,3.7500001781154424e-05,1,35
0.3460620641708374,2.021623373031616,0.3243243098258972,2.129401922225952,4.999999873689376e-05,2,36
0.38424819707870483,1.8527430295944214,0.36486485600471497,1.9289677143096924,4.999999873689376e-05,2,37
0.40811455249786377,1.693001627922058,0.3378378450870514,1.9524303674697876,4.999999873689376e-05,2,38
0.4856801927089691,1.5194464921951294,0.37837839126586914,1.8851957321166992,4.999999873689376e-05,2,39
0.542959451675415,1.3564841747283936,0.37837839126586914,1.825726866722107,4.999999873689376e-05,2,40
0.584725558757782,1.2154194116592407,0.4121621549129486,1.7780462503433228,4.999999873689376e-05,2,41
0.6002386808395386,1.2302218675613403,0.3986486494541168,1.7674927711486816,4.999999873689376e-05,2,42
0.656324565410614,1.0849345922470093,0.4054054021835327,1.7605427503585815,4.999999873689376e-05,2,43
0.6479713320732117,1.001375436782837,0.3986486494541168,1.7734801769256592,4.999999873689376e-05,2,44
0.7171837687492371,0.8961732387542725,0.4121621549129486,1.7633906602859497,4.999999873689376e-05,2,45
0.715990424156189,0.8078010678291321,0.4121621549129486,1.7899997234344482,4.999999873689376e-05,2,46
0.7374701499938965,0.754959225654602,0.4256756901741028,1.7915973663330078,4.999999873689376e-05,2,47
0.7696897387504578,0.6843570470809937,0.4054054021835327,1.8424526453018188,4.999999873689376e-05,2,48
0.8042959570884705,0.5985655188560486,0.4054054021835327,1.8535319566726685,2.499999936844688e-05,2,49
0.8233889937400818,0.5597172379493713,0.4189189076423645,1.8509397506713867,2.499999936844688e-05,2,50
0.8353222012519836,0.5228071808815002,0.4121621549129486,1.8473411798477173,2.499999936844688e-05,2,51
0.8353222012519836,0.48607444763183594,0.4054054021835327,1.868263602256775,2.499999936844688e-05,2,52
0.836515486240387,0.509498119354248,0.4189189076423645,1.875001072883606,2.499999936844688e-05,2,53
